User-ID;ISBN;Book-Rating
276875;355;0
276875;356;0
276875;357;0
276875;358;4
276875;359;8
276875;360;0
276875;361;0
276875;362;0
276875;363;8
276875;364;8
276875;365;7
276875;366;2
276875;367;6
276875;368;6
276875;369;0
276875;370;0
276875;371;0
276875;372;8
276875;373;8
276878;374;6
276879;375;7
276884;376;0
276884;377;0
276884;378;7
276884;379;0
276884;380;6
276887;381;5
276887;382;0
276887;383;9
276888;384;6
276888;385;0
276889;386;0
276890;387;0
276896;388;10
276904;389;0
276904;390;10
276904;391;5
276904;392;10
276904;112;10
276904;393;5
276904;394;0
276905;395;8
276905;396;5
276905;397;0
276911;398;8
276911;399;9
276911;400;9
276912;401;6
276912;402;6
276912;403;0
276912;404;0
276915;405;7
276916;406;8
276925;407;0
276925;408;10
276925;409;0
276925;410;0
276925;411;0
276925;412;7
276925;413;6
276925;414;0
276925;415;0
276925;416;0
276925;417;0
276925;418;0
276925;419;5
276925;420;0
276925;421;0
276925;422;0
276925;423;0
276925;424;8
276925;425;0
276925;426;0
276925;427;0
276925;428;0
276925;429;0
276925;430;0
276925;431;0
276925;432;0
276925;433;8
276925;434;9
276925;435;0
276925;436;0
276925;437;0
276925;438;6
276925;439;0
276925;440;0
276925;441;0
276925;442;0
276925;443;0
276925;444;0
276925;445;0
276925;446;0
276925;447;0
276925;448;0
276925;449;0
276925;450;0
276925;451;0
276925;452;0
276925;453;0
276925;454;8
276925;455;0
276925;456;0
276925;457;0
276925;458;0
276925;459;0
276925;460;0
276925;461;0
276925;462;0
276925;463;0
276925;464;0
276925;465;5
276925;466;0
276925;467;0
276925;468;5
276925;469;9
276925;470;0
276925;471;9
276925;472;9
276925;473;0
276925;474;0
276925;475;0
276925;476;0
276925;477;0
276925;478;0
276925;479;8
276925;480;8
276925;481;0
276925;482;0
276925;483;0
276925;484;0
276925;485;0
276925;486;0
276925;487;0
276925;488;0
276925;489;0
276925;490;0
276925;491;0
276925;492;0
276925;493;0
276925;494;0
276925;495;0
276925;496;0
276925;497;4
276925;498;0
276925;499;0
276925;500;0
276925;501;0
276925;502;0
276925;503;0
276925;504;0
276925;505;0
276925;506;0
276925;507;0
276925;508;0
276925;509;0
276925;510;0
276925;511;0
276925;512;10
276925;513;0
276925;514;0
276927;515;0
276927;516;10
276927;517;5
276928;518;0
276928;519;5
276928;520;0
276928;521;7
276928;522;0
276928;523;10
276928;524;10
276928;525;10
276928;526;0
276929;527;0
276929;528;0
276929;529;0
276929;530;0
276929;531;0
276929;532;0
276929;533;0
276929;534;10
276929;535;5
276929;536;8
276929;537;8
276929;538;0
276929;539;6
276929;540;0
276929;541;0
276929;542;0
276929;543;5
276929;544;5
276929;545;10
276929;546;8
276929;547;0
276929;548;0
276929;549;0
276929;550;0
276929;551;0
276929;552;0
276929;553;0
276929;554;0
276929;555;0
276929;556;8
276929;557;0
276929;558;0
276929;559;0
276929;560;0
276929;561;8
276929;562;8
276929;563;5
276929;564;0
276929;565;3
276929;566;5
276929;567;3
276929;568;5
276929;569;0
276929;570;5
276929;571;6
276929;572;0
276929;573;0
276929;574;10
276929;575;0
276929;576;7
276929;577;8
276929;578;6
276929;579;0
276929;580;0
276929;581;10
276929;582;2
276929;583;8
276929;584;0
276929;585;0
276929;586;0
276929;587;0
276929;588;0
276929;589;0
276929;590;0
276929;591;8
276929;592;5
276929;593;6
276929;594;0
276929;595;5
276929;596;0
276929;597;3
276929;598;0
276929;599;7
276929;600;5
276929;601;0
276929;602;6
276929;603;0
276929;604;0
276929;605;0
276934;606;10
276936;607;0
276936;608;0
276936;609;0
276936;610;6
276936;234;5
276936;611;3
276939;612;0
276939;613;0
276939;614;0
276939;615;0
276939;616;0
276939;617;6
276939;618;0
276939;452;0
276939;619;7
276939;620;7
276939;621;7
276939;622;9
276939;623;9
276939;624;9
276939;625;9
276939;626;0
276939;627;9
276939;628;0
276939;629;7
276939;630;9
276939;631;10
276939;632;0
276939;633;8
276939;634;0
276939;635;0
276943;636;0
276946;637;0
276949;638;8
276950;639;0
276953;640;8
276953;641;10
276953;642;7
276954;452;0
276954;643;0
276954;644;0
276954;645;8
276954;646;10
276954;647;0
276954;648;0
276954;649;10
276954;650;0
276954;651;0
276954;652;0
276954;653;0
276954;654;0
276954;655;0
276954;656;0
276954;657;0
276954;658;0
276954;659;0
276954;660;0
276954;661;7
276954;662;0
276954;663;8
276954;664;0
276954;665;0
276954;666;0
276954;667;0
276957;668;6
276959;669;6
276963;670;0
276964;671;0
276964;672;6
276964;673;0
276964;674;0
276964;675;10
276964;676;10
276964;677;0
276964;678;10
276964;679;10
276964;680;9
276964;681;0
276964;682;5
276964;683;9
276964;684;0
276964;685;0
276964;686;0
276964;687;6
276964;688;0
276964;689;0
276964;28;8
276964;690;0
276964;691;5
276964;692;10
276964;693;8
276964;694;7
276964;695;8
276964;696;8
276964;697;9
276964;698;10
276964;699;7
276964;700;0
276965;701;9
276975;702;0
276981;703;0
276984;704;0
276984;705;9
276984;706;9
276984;707;0
276984;708;10
276984;709;9
276984;710;9
276984;711;0
276984;712;9
276984;713;9
276984;714;9
276984;715;0
276984;716;10
276984;717;0
276984;718;10
276984;719;9
276984;720;9
276984;721;0
276984;722;9
276984;723;9
276984;724;0
276986;725;10
276986;726;10
276986;727;10
276986;728;10
276988;729;7
276988;730;7
276988;731;7
276988;732;8
276988;733;0
276988;734;0
276988;735;8
276988;736;0
276988;737;0
276989;738;0
276990;739;7
276990;740;9
276992;741;7
276994;742;10
276994;743;8
276994;744;0
276994;745;4
276994;746;6
276994;747;5
276994;748;0
276994;749;9
276994;750;4
276994;751;2
276994;752;7
276994;753;6
276994;754;0
276994;755;9
276994;756;6
276994;757;6
276994;758;2
276994;759;8
276997;760;0
276998;761;8
276998;762;7
277002;763;6
277007;764;7
277009;765;9
277010;766;0
277010;767;10
277012;768;9
277012;769;5
277012;770;10
277018;771;7
277018;772;7
277018;773;8
277019;774;0
277022;775;0
277023;776;6
277028;777;10
277031;778;8
277032;779;8
277035;780;0
277036;781;9
277036;782;0
277036;783;9
277036;784;10
277040;785;0
277042;786;0
277042;787;0
277042;788;0
277042;789;8
277042;790;0
277042;791;0
277042;792;7
277042;793;8
277042;794;0
277042;795;7
277042;796;9
277042;797;0
277042;798;0
277042;799;0
277042;800;8
277042;801;0
277042;802;0
277042;452;2
277048;803;7
277048;804;0
277048;805;0
277051;806;8
277051;807;6
277051;808;5
277051;809;10
277051;810;10
277051;811;0
277051;812;7
277051;813;0
277051;814;0
277051;815;0
277051;816;9
277051;817;8
277051;818;7
277051;819;3
277052;820;8
277053;821;6
277056;822;7
277058;823;5
277058;824;6
277064;825;0
277065;826;4
277072;827;9
277073;828;0
277074;829;5
277075;830;0
277079;831;4
277085;832;8
277085;833;8
277087;834;0
277087;835;8
277087;836;10
277087;837;5
277087;838;0
277087;839;7
277087;840;9
277087;841;6
277087;842;9
277087;843;10
277087;844;8
277087;845;6
277087;846;9
277087;847;9
277087;848;5
277087;849;7
277087;850;5
277087;851;8
277087;852;10
277090;853;5
277094;854;10
277096;855;7
277102;856;0
277107;857;8
277107;858;10
277107;859;10
277107;860;5
277107;861;8
277107;862;4
277109;863;0
277109;864;5
277109;865;5
277109;866;0
277109;867;5
277109;868;0
277114;869;0
277116;870;8
277123;871;0
277124;872;9
277124;873;9
277124;874;9
277124;875;5
277128;876;6
277128;877;8
277128;878;0
277129;879;7
277134;880;6
277135;881;8
277139;882;8
277139;883;0
277139;884;0
277142;885;0
277143;787;0
277143;886;10
277143;887;9
277143;164;0
277143;888;0
277143;889;0
277143;890;0
277143;891;8
277149;892;0
277155;893;0
277157;894;0
277157;895;0
277157;896;0
277157;897;7
277157;898;0
277157;899;5
277157;900;0
277157;901;5
277157;902;0
277157;903;0
277157;904;6
277157;905;7
277157;906;5
277157;791;0
277157;907;0
277157;908;4
277157;909;0
277157;910;5
277157;911;7
277157;912;0
277157;913;8
277157;914;6
277157;915;7
277157;916;7
277157;917;7
277157;918;0
277157;919;0
277157;920;5
277157;921;6
277157;922;0
277157;923;6
277157;924;8
277157;925;0
277157;926;5
277157;927;0
277157;928;7
277157;929;0
277157;930;7
277157;931;0
277157;932;5
277157;933;0
277157;934;0
277157;935;0
277157;936;0
277157;937;0
277157;938;0
277157;939;0
277157;940;0
277157;941;7
277157;942;6
277157;943;6
277157;944;5
277157;945;0
277157;946;0
277157;947;7
277157;948;6
277157;949;7
277157;950;6
277157;951;5
277157;452;0
277159;952;10
277165;953;7
277168;954;0
277168;955;0
277168;956;0
277168;957;0
277168;958;0
277168;959;0
277168;960;0
277168;961;0
277168;962;0
277168;963;0
277168;964;0
277168;965;0
277168;966;0
277168;967;0
277168;968;0
277168;969;0
277168;970;4
277168;971;0
277168;972;0
277168;973;0
277168;974;0
277168;975;5
277168;976;6
277168;977;0
277168;978;0
277168;979;0
277170;980;0
277170;981;0
277170;982;0
277170;983;0
277170;984;9
277170;985;9
277170;986;0
277171;987;7
277171;988;0
277171;989;0
277171;990;9
277171;991;0
277171;992;0
277171;993;0
277171;994;0
277171;995;0
277171;996;8
277171;997;8
277171;998;7
277171;999;10
277171;1000;0
277171;1001;0
277171;1002;9
277171;1003;0
277171;1004;9
277171;1005;8
277171;1006;0
277171;1007;0
277176;1008;0
277179;1009;10
277179;1010;7
277180;1011;0
277180;1012;0
277183;1013;0
277186;1014;0
277186;1015;0
277186;1016;7
277186;1017;0
277186;1018;6
277186;1019;8
277186;1020;5
277186;1021;7
277186;1022;4
277186;1023;0
277187;1024;0
277187;1025;0
277187;1026;0
277187;1027;0
277187;1028;0
277187;1029;0
277187;1030;0
277187;1031;0
277187;1032;0
277187;1033;0
277187;1034;0
277187;1035;0
277187;1036;0
277187;1037;0
277187;1038;0
277187;1039;0
277187;1040;0
277187;1041;0
277187;1042;0
277187;1043;0
277187;1044;0
277187;1045;0
277187;1046;9
277187;1047;0
277187;1048;0
277187;1049;0
277187;1050;0
277187;1051;0
277187;1052;0
277187;1053;0
277187;1054;0
277187;1055;0
277187;1056;0
277187;1057;0
277187;1058;0
277187;1059;0
277187;1060;0
277188;1061;8
277188;1062;0
277188;1063;4
277188;1064;0
277188;1065;0
277189;1066;8
277195;1067;0
277195;1068;0
277195;1069;10
277195;1070;0
277195;1071;0
277195;1072;0
277195;1073;0
277195;1074;0
277195;1075;0
277195;1076;0
277195;1077;0
277195;1078;0
277195;1079;0
277195;1080;0
277195;1081;0
277195;1082;0
277195;1083;0
277195;421;0
277195;1084;0
277195;86;10
277195;1085;0
277195;1086;0
277195;1087;0
277195;1088;0
277195;1089;0
277195;1090;0
277195;1091;0
277195;1092;0
277195;1093;0
277195;1094;0
277195;1095;0
277195;1096;0
277195;1097;0
277195;1098;0
277195;1099;0
277195;1100;0
277195;1101;0
277195;1102;9
277195;1103;0
277195;1104;0
277195;1105;0
277195;792;0
277195;1106;0
277195;1107;0
277195;1108;0
277195;1109;0
277195;1110;0
277195;1111;0
277195;1112;0
277195;1113;0
277195;1114;10
277195;1115;0
277195;1116;0
277195;1117;10
277195;1118;10
277195;1119;0
277195;1120;0
277195;1121;10
277195;1122;0
277195;1123;10
277195;1124;0
277195;1125;0
277195;1126;10
277195;1127;0
277195;1128;0
277195;1129;0
277195;1130;0
277195;1131;0
277195;1046;0
277195;1132;0
277195;1133;0
277195;1134;0
277195;1135;0
277195;1136;0
277195;1137;0
277195;1138;0
277195;1139;0
277195;1140;0
277195;1141;0
277195;1005;0
277195;1142;0
277195;1143;0
277195;1144;0
277195;1145;0
277195;1146;0
277195;1147;0
277195;1148;0
277195;1149;0
277195;1150;0
277195;1151;0
277195;1152;0
277195;1153;0
277195;1154;10
277195;1155;0
277195;1156;0
277195;1157;0
277195;1158;0
277195;1159;0
277195;1160;0
277196;1161;0
277196;1162;0
277196;1163;0
277196;1164;0
277196;1165;0
277196;1166;10
277196;1167;0
277196;1168;7
277196;1169;0
277196;1170;0
277196;1171;0
277196;1172;0
277196;1173;0
277196;1174;0
277196;1175;0
277196;1176;0
277197;1177;8
277197;1178;7
277197;1179;8
277197;1180;0
277197;1181;0
277197;1182;6
277203;1183;8
277203;1184;8
277203;1185;8
277203;1186;8
277203;1187;8
277203;1188;8
277203;1189;0
277203;1190;0
277203;1191;0
277203;1192;9
277203;1193;9
277203;1194;9
277203;1195;8
277203;1196;8
277203;1197;8
277203;1198;8
277203;1199;8
277203;1200;6
277203;1201;9
277203;1202;8
277203;1203;9
277203;1204;8
277203;1205;9
277203;1206;9
277203;1207;9
277203;1208;9
277203;1209;9
277203;1210;8
277203;1211;7
277203;1212;0
277203;1213;10
277203;1214;9
277203;1215;8
277203;1216;7
277203;1217;8
277203;1218;8
277203;1219;8
277203;1220;8
277203;1221;8
277203;1222;8
277203;1223;8
277203;1224;8
277203;1225;8
277203;1226;8
277203;1227;7
277203;1228;8
277203;1229;8
277203;1230;7
277203;1231;7
277203;1232;7
277203;1233;7
277203;1234;10
277203;1235;0
277203;1236;7
277203;1237;9
277203;1238;9
277203;1239;9
277205;1240;7
277209;1241;0
277212;1242;8
277220;1243;7
277221;1244;9
277228;1245;6
277228;1246;0
277228;1247;0
277228;1248;8
277229;1249;7
277230;1250;6
277230;1251;7
277230;1252;5
277231;1253;0
277231;1254;7
277232;1255;10
277235;1256;6
277235;1178;10
277235;1257;7
277237;1258;7
277240;1259;3
277242;1260;5
277243;1261;8
277244;1262;0
277244;1263;0
277244;1264;0
277244;1265;8
277244;1266;0
277244;1267;10
277244;1268;0
277244;1269;8
277245;1270;0
277246;1271;10
277249;1272;0
277249;1273;5
277249;1274;0
277253;528;9
277256;1275;9
277257;1276;8
277261;874;7
277262;1277;5
277265;1278;10
277267;1279;0
277268;1280;0
277269;1281;6
277271;1282;8
277272;1283;0
277272;1284;7
277272;1285;0
277272;1286;0
277272;1287;8
277272;1288;0
277272;1289;0
277272;1290;5
277272;1291;7
277272;1292;8
277272;1293;8
277272;1294;0
277272;1295;5
277272;1296;7
277272;1297;0
277272;1298;5
277272;1299;4
277272;1300;5
277272;1301;0
277272;1302;0
277274;1303;8
277281;1304;9
277284;1305;7
277285;1306;9
277288;1307;0
277291;1308;10
277292;1309;8
277293;1310;4
277305;1311;7
277314;1312;6
277315;1313;8
277315;1314;5
277317;1315;9
277330;1316;0
277334;1317;6
277334;1318;0
277338;1319;0
277338;1320;0
277339;1321;7
277340;1322;0
277340;1323;0
277340;1324;0
277341;1325;9
277343;1326;8
277348;1327;7
277351;1328;0
277351;1329;0
277351;1330;5
277351;1331;5
277351;1332;7
277351;1333;6
277353;1334;8
277358;1335;10
277359;1336;8
277359;1337;4
277359;1338;0
277363;1339;1
277363;1340;8
277363;1341;0
277363;1342;5
277364;1343;5
277364;1344;5
277367;1345;10
277369;1346;3
277371;1347;6
277374;1348;7
277375;96;0
277378;1349;0
277378;1350;0
277378;1351;0
277378;1352;0
277378;1353;0
277378;1354;0
277378;1355;0
277378;1356;0
277378;1357;6
277378;1358;0
277378;1359;0
277378;1360;0
277378;1361;0
277378;1362;0
277378;1363;0
277378;1364;8
277378;1365;7
277378;1366;0
277378;1367;0
277378;791;0
277378;1368;0
277378;1369;0
277378;1370;0
277378;1371;0
277378;1372;4
277378;1373;0
277378;1374;0
277378;1375;0
277378;1376;0
277378;1377;0
277378;1378;0
277378;1379;7
277378;1380;0
277378;1381;0
277378;1382;6
277378;1383;0
277378;1384;0
277378;1385;0
277378;1386;0
277378;727;0
277378;1387;0
277378;1388;0
277378;1389;0
277378;1390;0
277378;1391;0
277378;1392;0
277378;1393;0
277378;1394;0
277378;1395;0
277378;1396;0
277378;1006;5
277378;1397;4
277378;1398;5
277378;1399;4
277378;1400;0
277378;1401;0
277378;1402;0
277378;452;0
277378;1403;0
277378;1404;0
277379;1405;6
277379;1406;0
277380;1407;5
277384;1408;8
277388;1409;0
277389;1410;4
277392;1411;7
277397;1412;8
277399;1413;9
277400;1414;8
277400;1415;0
277400;1416;0
277400;1417;7
277400;1418;0
277400;1419;6
277400;1420;4
277402;1421;6
277405;1422;0
277408;1423;0
277411;1242;0
277413;421;0
277413;1424;0
277424;1425;8
277425;1426;0
277427;408;10
277427;1427;0
277427;1428;8
277427;1429;0
277427;1430;0
277427;1431;10
277427;1432;0
277427;1433;0
277427;1434;0
277427;1435;7
277427;1436;0
277427;1437;0
277427;1438;0
277427;1439;0
277427;1440;0
277427;1441;0
277427;1442;0
277427;1443;0
277427;1444;9
277427;1445;0
277427;1446;0
277427;1447;8
277427;1448;0
277427;1449;0
277427;1450;0
277427;1451;0
277427;1452;0
277427;1453;8
277427;1454;0
277427;1455;0
277427;1456;0
277427;1457;0
277427;1458;6
277427;1256;0
277427;1459;8
277427;1460;7
277427;1461;0
277427;1462;0
277427;1463;8
277427;1464;0
277427;1465;0
277427;1466;10
277427;1467;0
277427;1468;0
277427;1469;0
277427;1470;10
277427;1471;0
277427;1472;0
277427;1473;0
277427;1474;0
277427;1475;10
277427;1476;0
277427;1477;0
277427;1478;8
277427;1479;0
277427;1480;0
277427;1481;0
277427;1482;0
277427;1483;0
277427;1484;0
277427;1485;0
277427;1486;0
277427;1487;0
277427;1488;0
277427;1489;0
277427;421;0
277427;1490;8
277427;1491;0
277427;1492;0
277427;1493;8
277427;1494;0
277427;1495;0
277427;1496;0
277427;1497;0
277427;1498;0
277427;1499;0
277427;1500;0
277427;1501;0
277427;1502;0
277427;1503;0
277427;1504;0
277427;1505;0
277427;1506;0
277427;1507;0
277427;1508;0
277427;1509;0
277427;1510;0
277427;1511;10
277427;1512;0
277427;1513;0
277427;1514;0
277427;1515;0
277427;1516;0
277427;1517;0
277427;1518;0
277427;1519;0
277427;1520;0
277427;1521;0
277427;1522;9
277427;1523;0
277427;1524;0
277427;1525;0
277427;1526;0
277427;1527;0
277427;1528;9
277427;1529;0
277427;1530;0
277427;1189;0
277427;1190;8
277427;1531;0
277427;1532;0
277427;1533;0
277427;1534;0
277427;1535;0
277427;1536;9
277427;1537;9
277427;1538;0
277427;1539;0
277427;1540;0
277427;1541;0
277427;1542;0
277427;1543;0
277427;1544;9
277427;1545;0
277427;1546;0
277427;1547;9
277427;1548;0
277427;1549;9
277427;424;8
277427;1550;0
277427;1551;8
277427;1552;0
277427;1553;0
277427;1554;0
277427;1555;0
277427;1556;7
277427;1557;7
277427;1558;0
277427;1559;0
277427;1560;0
277427;1561;0
277427;1562;0
277427;1563;0
277427;1564;7
277427;1565;10
277427;1566;9
277427;1567;0
277427;1568;8
277427;1569;0
277427;1570;0
277427;680;0
277427;1571;9
277427;1572;0
277427;1573;0
277427;10;0
277427;1574;8
277427;1575;0
277427;1576;0
277427;1577;0
277427;1578;9
277427;1579;0
277427;1580;0
277427;1307;0
277427;1581;0
277427;1582;0
277427;1583;0
277427;1584;0
277427;1585;0
277427;1586;0
277427;958;0
277427;1587;0
277427;1588;0
277427;1589;7
277427;1590;0
277427;1591;0
277427;1592;0
277427;1593;0
277427;1594;0
277427;1595;0
277427;1596;0
277427;1597;0
277427;1598;5
277427;1599;0
277427;1600;0
277427;1601;0
277427;1602;0
277427;1603;0
277427;1604;0
277427;1605;0
277427;1606;0
277427;1607;0
277427;1608;7
277427;1609;0
277427;960;0
277427;1610;8
277427;1611;0
277427;1612;9
277427;874;0
277427;1613;0
277427;1614;8
277427;1615;0
277427;1616;0
277427;1617;0
277427;1618;10
277427;1619;5
277427;1620;8
277427;1621;9
277427;1622;8
277427;1623;10
277427;1624;0
277427;1625;0
277427;1105;0
277427;1626;0
277427;1627;0
277427;1628;10
277427;1629;0
277427;793;0
277427;1630;8
277427;1631;0
277427;1632;0
277427;1633;0
277427;1634;0
277427;1635;0
277427;1636;0
277427;1637;0
277427;1638;0
277427;1639;0
277427;1640;0
277427;1641;0
277427;1642;0
277427;1643;8
277427;1644;0
277427;1645;8
277427;1646;0
277427;1647;10
277427;1648;0
277427;1649;0
277427;1650;0
277427;1651;6
277427;1652;10
277427;1653;0
277427;1654;0
277427;1655;0
277427;1656;0
277427;1657;0
277427;1658;0
277427;1659;0
277427;1660;0
277427;1661;0
277427;1662;9
277427;1663;0
277427;1664;8
277427;1665;8
277427;1666;0
277427;1667;8
277427;1668;0
277427;1669;0
277427;1115;0
277427;1670;0
277427;1671;0
277427;1672;0
277427;1673;0
277427;1674;9
277427;1675;0
277427;1676;0
277427;1677;0
277427;1678;0
277427;1679;10
277427;1680;10
277427;1681;0
277427;1682;0
277427;1119;0
277427;1683;10
277427;1684;9
277427;1685;0
277427;1686;0
277427;1687;0
277427;1688;0
277427;1689;0
277427;768;0
277427;1305;9
277427;1690;0
277427;875;0
277427;1691;0
277427;1692;0
277427;796;0
277427;1693;0
277427;1694;0
277427;1695;0
277427;1696;8
277427;1697;0
277427;1698;0
277427;1699;0
277427;1700;0
277427;1701;5
277427;1702;0
277427;1703;0
277427;1704;8
277427;1705;0
277427;1706;8
277427;1707;0
277427;1708;0
277427;1709;0
277427;1710;8
277427;1711;0
277427;1712;9
277427;1713;0
277427;1714;8
277427;1715;0
277427;1716;8
277427;1717;0
277427;1718;0
277427;1719;8
277427;1720;0
277427;1721;0
277427;1722;0
277427;1723;10
277427;1724;10
277427;1725;0
277427;1726;0
277427;1727;9
277427;1728;0
277427;1729;5
277427;1730;0
277427;1731;0
277427;1732;0
277427;1733;0
277427;1734;0
277427;1735;0
277427;1736;8
277427;1385;0
277427;1737;0
277427;1738;0
277427;1739;0
277427;1740;0
277427;1741;0
277427;1742;0
277427;1743;8
277427;1744;8
277427;1745;0
277427;1746;8
277427;1747;9
277427;1748;8
277427;1749;9
277427;1750;9
277427;1751;0
277427;1752;9
277427;1753;8
277427;1754;0
277427;1755;0
277427;1756;0
277427;891;10
277427;1757;0
277427;1758;7
277427;1759;10
277427;1760;0
277427;1761;8
277427;1762;0
277427;1763;9
277427;1764;0
277427;1765;8
277427;1766;0
277427;1767;0
277427;1768;0
277427;1769;0
277427;1770;0
277427;1771;10
277427;1772;0
277427;1773;0
277427;1774;0
277427;1775;5
277427;1142;0
277427;1776;10
277427;1777;10
277427;1778;8
277427;1779;8
277427;1780;0
277427;1781;0
277427;1782;0
277427;1783;0
277427;1784;0
277427;1785;0
277427;1786;10
277427;1787;0
277427;1788;10
277427;1789;0
277427;1790;10
277427;1791;0
277427;1792;10
277427;1793;0
277427;1794;0
277427;1795;10
277427;279;0
277427;1796;10
277427;1797;8
277427;1798;0
277427;1799;10
277427;1800;0
277427;1801;10
277427;1802;0
277427;1803;0
277427;1804;10
277427;1805;7
277427;1806;0
277427;1807;0
277427;1808;0
277427;1809;10
277427;1810;0
277427;1811;0
277427;1812;10
277427;1813;0
277427;1814;0
277427;1815;8
277427;1816;0
277427;1817;0
277427;1818;10
277427;1819;10
277427;1820;0
277427;1821;0
